image_number,number_of_paths
124,"(array([ 66, 117]), array([66, 61]))"
124,"(array([109,  60]), array([13, 96]))"
124,"(array([ 68, 107]), array([110,  43]))"
124,"(array([63, 16]), array([106,   3]))"
124,"(array([13, 90]), array([78,  7]))"
124,"(array([68, 75]), array([ 36, 100]))"
124,"(array([104,  11]), array([115, 102]))"
124,"(array([95, 44]), array([ 96, 114]))"
124,"(array([ 19, 117]), array([114,  44]))"
124,"(array([78, 17]), array([ 80, 102]))"
124,"(array([ 51, 103]), array([86, 48]))"
124,"(array([116,  76]), array([ 33, 107]))"
124,"(array([ 36, 118]), array([81, 31]))"
124,"(array([ 38, 115]), array([78,  0]))"
124,"(array([78, 99]), array([91,  0]))"
124,"(array([ 95, 118]), array([114,   8]))"
124,"(array([118,  19]), array([65, 88]))"
124,"(array([ 14, 107]), array([97, 43]))"
124,"(array([67, 97]), array([77,  6]))"
124,"(array([75, 75]), array([  3, 101]))"
124,"(array([74, 12]), array([ 59, 109]))"
124,"(array([78, 47]), array([55, 92]))"
124,"(array([82,  8]), array([101, 101]))"
124,"(array([ 3, 95]), array([94, 65]))"
124,"(array([104,  50]), array([110,   0]))"
124,"(array([84, 46]), array([12, 85]))"
124,"(array([96, 56]), array([ 99, 107]))"
124,"(array([  9, 117]), array([88, 39]))"
124,"(array([92, 66]), array([83,  6]))"
124,"(array([115,  96]), array([115,  61]))"
124,"(array([86, 26]), array([ 35, 111]))"
124,"(array([ 71, 106]), array([77, 57]))"
124,"(array([105,  54]), array([30, 85]))"
124,"(array([71, 39]), array([102,  85]))"
124,"(array([65, 99]), array([64, 50]))"
124,"(array([ 84, 116]), array([94, 54]))"
124,"(array([68, 66]), array([41, 90]))"
125,"(array([ 81, 107]), array([68,  4]))"
125,"(array([76, 13]), array([111,  21]))"
125,"(array([29, 52]), array([ 6, 11]))"
125,"(array([28, 13]), array([62,  2]))"
125,"(array([117,   6]), array([107,  80]))"
125,"(array([94, 44]), array([16, 24]))"
125,"(array([ 20, 100]), array([17,  4]))"
125,"(array([94, 55]), array([74, 12]))"
125,"(array([ 2, 49]), array([100,  73]))"
125,"(array([ 2, 28]), array([67,  2]))"
125,"(array([117,  31]), array([51, 13]))"
125,"(array([93, 34]), array([ 0, 62]))"
125,"(array([101,  84]), array([ 91, 115]))"
126,"(array([15,  5]), array([112, 117]))"
126,"(array([ 57, 111]), array([0, 2]))"
126,"(array([ 37, 103]), array([20,  8]))"
126,"(array([ 91, 116]), array([96,  4]))"
126,"(array([117, 116]), array([19,  0]))"
126,"(array([116,  85]), array([67, 94]))"
126,"(array([ 52, 103]), array([14, 14]))"
126,"(array([107,  16]), array([72, 15]))"
126,"(array([91, 36]), array([12, 11]))"
126,"(array([111,  63]), array([53, 19]))"
126,"(array([ 39, 108]), array([30, 12]))"
126,"(array([ 39, 112]), array([13,  6]))"
126,"(array([53, 13]), array([115,   0]))"
126,"(array([47, 15]), array([ 34, 106]))"
126,"(array([107,  69]), array([15,  0]))"
126,"(array([24, 95]), array([11, 13]))"
127,"(array([105,  39]), array([104, 111]))"
127,"(array([113,  25]), array([86,  2]))"
127,"(array([73, 38]), array([  0, 115]))"
127,"(array([  7, 106]), array([115,  98]))"
127,"(array([83, 33]), array([49,  3]))"
127,"(array([112,  80]), array([111,  58]))"
127,"(array([  5, 105]), array([ 49, 116]))"
127,"(array([28,  3]), array([71,  8]))"
127,"(array([117,  80]), array([42, 36]))"
127,"(array([48, 49]), array([62, 21]))"
127,"(array([63,  5]), array([32,  9]))"
127,"(array([66, 34]), array([107,   8]))"
127,"(array([113,   5]), array([ 16, 117]))"
127,"(array([72, 23]), array([115,  33]))"
127,"(array([102, 112]), array([ 0, 66]))"
127,"(array([109,  43]), array([101, 109]))"
127,"(array([ 94, 114]), array([65,  3]))"
127,"(array([65,  3]), array([113,   8]))"
127,"(array([65, 26]), array([ 98, 105]))"
127,"(array([43,  2]), array([95, 78]))"
127,"(array([ 54, 113]), array([108,  12]))"
127,"(array([ 84, 111]), array([  6, 118]))"
127,"(array([65, 35]), array([66,  2]))"
127,"(array([111,  56]), array([104,   3]))"
127,"(array([90, 15]), array([44, 34]))"
127,"(array([110,  23]), array([63,  9]))"
127,"(array([96, 79]), array([109, 113]))"
127,"(array([50,  7]), array([109,   0]))"
128,"(array([75, 63]), array([52, 11]))"
128,"(array([45, 56]), array([46, 39]))"
128,"(array([18, 46]), array([106,   2]))"
128,"(array([ 6, 53]), array([44,  2]))"
128,"(array([48, 78]), array([83,  7]))"
128,"(array([81,  2]), array([ 81, 103]))"
128,"(array([43, 91]), array([48,  0]))"
128,"(array([33, 31]), array([75, 81]))"
128,"(array([66, 37]), array([33, 28]))"
128,"(array([88, 52]), array([13, 93]))"
128,"(array([ 9, 71]), array([117,  19]))"
129,"(array([13, 75]), array([27,  8]))"
129,"(array([34, 50]), array([ 70, 103]))"
129,"(array([ 21, 105]), array([91, 74]))"
129,"(array([86, 33]), array([ 94, 115]))"
129,"(array([ 89, 115]), array([12, 15]))"
129,"(array([23, 43]), array([107,  17]))"
129,"(array([24, 85]), array([89,  5]))"
129,"(array([104, 118]), array([11, 96]))"
129,"(array([69, 69]), array([87,  7]))"
129,"(array([12, 87]), array([79,  2]))"
129,"(array([68, 52]), array([105, 118]))"
129,"(array([27,  7]), array([67, 78]))"
129,"(array([ 4, 13]), array([88, 16]))"
129,"(array([14, 84]), array([105,   1]))"
129,"(array([17, 95]), array([111,  19]))"
129,"(array([ 97, 118]), array([18, 65]))"
129,"(array([14, 67]), array([75, 16]))"
129,"(array([ 32, 117]), array([113,   7]))"
129,"(array([40, 57]), array([114,  17]))"
129,"(array([ 75, 118]), array([40,  0]))"
129,"(array([89, 77]), array([29,  8]))"
129,"(array([ 78, 118]), array([33, 18]))"
129,"(array([26,  6]), array([84, 11]))"
129,"(array([71, 75]), array([99, 18]))"
129,"(array([11,  2]), array([ 89, 115]))"
129,"(array([113,  49]), array([103,   4]))"
129,"(array([76,  2]), array([20, 24]))"
129,"(array([81, 76]), array([ 97, 115]))"
129,"(array([15, 35]), array([27,  1]))"
129,"(array([ 62, 116]), array([89, 72]))"
129,"(array([ 98, 118]), array([11, 93]))"
129,"(array([12, 89]), array([9, 7]))"
129,"(array([101, 118]), array([28, 46]))"
13,"(array([36, 47]), array([44,  5]))"
13,"(array([49, 93]), array([91, 70]))"
13,"(array([54, 99]), array([14, 85]))"
13,"(array([43, 92]), array([42,  2]))"
13,"(array([112,  81]), array([  4, 118]))"
13,"(array([37, 66]), array([96, 62]))"
13,"(array([30, 91]), array([103,  24]))"
13,"(array([115,  61]), array([62, 67]))"
13,"(array([37, 77]), array([84, 70]))"
13,"(array([48, 94]), array([35,  3]))"
13,"(array([38, 77]), array([115,  72]))"
13,"(array([114,  61]), array([56, 62]))"
13,"(array([102,  37]), array([39, 63]))"
13,"(array([57, 12]), array([  6, 112]))"
13,"(array([51, 21]), array([102,  56]))"
13,"(array([ 59, 103]), array([43, 17]))"
130,"(array([87, 10]), array([21, 67]))"
130,"(array([108,  17]), array([21, 14]))"
130,"(array([50, 48]), array([75, 12]))"
130,"(array([96,  8]), array([49, 48]))"
130,"(array([76, 15]), array([31,  8]))"
130,"(array([96, 10]), array([ 26, 108]))"
130,"(array([19,  8]), array([40, 83]))"
130,"(array([ 68, 110]), array([105, 105]))"
130,"(array([ 8, 56]), array([22,  5]))"
130,"(array([ 29, 115]), array([103,  10]))"
130,"(array([109,  34]), array([30, 84]))"
130,"(array([67, 67]), array([18,  8]))"
130,"(array([85, 18]), array([ 36, 108]))"
130,"(array([71, 73]), array([68, 31]))"
130,"(array([72, 97]), array([105,  99]))"
130,"(array([46, 48]), array([ 38, 110]))"
130,"(array([ 34, 108]), array([ 6, 52]))"
130,"(array([29, 14]), array([33, 71]))"
130,"(array([32, 96]), array([33, 61]))"
130,"(array([ 21, 114]), array([49, 50]))"
130,"(array([62, 71]), array([101, 103]))"
130,"(array([84,  7]), array([107, 106]))"
130,"(array([ 47, 103]), array([93, 47]))"
130,"(array([45, 59]), array([ 23, 109]))"
130,"(array([116, 104]), array([11, 65]))"
130,"(array([42,  9]), array([110,   7]))"
130,"(array([ 81, 101]), array([ 44, 101]))"
130,"(array([43, 63]), array([90, 18]))"
130,"(array([25, 16]), array([ 4, 48]))"
130,"(array([74, 76]), array([6, 6]))"
130,"(array([45, 61]), array([ 64, 110]))"
130,"(array([99,  7]), array([63, 84]))"
130,"(array([117,  11]), array([33,  2]))"
130,"(array([83,  3]), array([116,  20]))"
130,"(array([72, 33]), array([15, 11]))"
130,"(array([61, 13]), array([ 73, 102]))"
130,"(array([30,  2]), array([68, 84]))"
130,"(array([107,  13]), array([49, 66]))"
130,"(array([2, 4]), array([115,  47]))"
130,"(array([108,  48]), array([ 69, 113]))"
130,"(array([37, 55]), array([ 96, 104]))"
130,"(array([79, 68]), array([117, 106]))"
130,"(array([69, 20]), array([27, 16]))"
130,"(array([100,   4]), array([ 84, 103]))"
130,"(array([36,  8]), array([ 5, 60]))"
130,"(array([38, 82]), array([49, 57]))"
130,"(array([110,  27]), array([67, 64]))"
130,"(array([109,  10]), array([12, 10]))"
130,"(array([5, 1]), array([101,   6]))"
130,"(array([27, 17]), array([ 0, 68]))"
130,"(array([ 61, 100]), array([ 1, 65]))"
130,"(array([ 44, 111]), array([38, 59]))"
130,"(array([ 23, 113]), array([71, 70]))"
130,"(array([70, 80]), array([ 98, 102]))"
130,"(array([44, 58]), array([113,   7]))"
130,"(array([33,  1]), array([29, 61]))"
130,"(array([ 74, 118]), array([14, 13]))"
130,"(array([43, 69]), array([ 33, 116]))"
130,"(array([85,  1]), array([ 36, 100]))"
130,"(array([31, 65]), array([3, 1]))"
130,"(array([89,  8]), array([33, 65]))"
130,"(array([106, 102]), array([ 44, 110]))"
130,"(array([10, 65]), array([114,  26]))"
130,"(array([101,   3]), array([ 40, 108]))"
130,"(array([48, 56]), array([100,  13]))"
130,"(array([14, 13]), array([76, 10]))"
130,"(array([50, 63]), array([114,  36]))"
130,"(array([ 32, 108]), array([70, 74]))"
130,"(array([19, 62]), array([ 48, 108]))"
130,"(array([110,  44]), array([ 41, 102]))"
130,"(array([42, 14]), array([ 40, 104]))"
130,"(array([99,  8]), array([ 65, 105]))"
130,"(array([68, 85]), array([ 42, 116]))"
130,"(array([ 6, 56]), array([30, 10]))"
130,"(array([113,  32]), array([72, 99]))"
130,"(array([51, 56]), array([107, 113]))"
130,"(array([41, 18]), array([17, 59]))"
130,"(array([78, 98]), array([ 48, 117]))"
130,"(array([ 46, 104]), array([ 2, 49]))"
130,"(array([1, 5]), array([59, 31]))"
130,"(array([65, 86]), array([20, 11]))"
130,"(array([35, 58]), array([ 24, 108]))"
130,"(array([38,  9]), array([ 66, 104]))"
130,"(array([ 9, 98]), array([36, 63]))"
130,"(array([29, 55]), array([34,  4]))"
130,"(array([36, 88]), array([18, 65]))"
130,"(array([ 29, 117]), array([35, 12]))"
130,"(array([74, 90]), array([11,  3]))"
130,"(array([40, 11]), array([108,  45]))"
130,"(array([32, 80]), array([47, 56]))"
130,"(array([107,  24]), array([ 24, 118]))"
130,"(array([42, 97]), array([23, 57]))"
130,"(array([ 8, 67]), array([116, 109]))"
130,"(array([ 48, 107]), array([60, 60]))"
130,"(array([30, 19]), array([ 34, 100]))"
130,"(array([21, 55]), array([ 24, 114]))"
130,"(array([19, 65]), array([ 36, 118]))"
130,"(array([28,  3]), array([48, 49]))"
130,"(array([75, 11]), array([45, 62]))"
130,"(array([48, 91]), array([ 68, 110]))"
130,"(array([ 2, 70]), array([110,  37]))"
130,"(array([86, 12]), array([68, 89]))"
130,"(array([10, 98]), array([85,  5]))"
130,"(array([ 66, 110]), array([5, 4]))"
130,"(array([41,  7]), array([116,  17]))"
130,"(array([91, 12]), array([ 40, 106]))"
130,"(array([81, 87]), array([ 44, 109]))"
130,"(array([103,  15]), array([34, 66]))"
130,"(array([103, 112]), array([38,  4]))"
130,"(array([80, 13]), array([ 8, 98]))"
130,"(array([61, 93]), array([107,  38]))"
130,"(array([6, 8]), array([ 7, 49]))"
130,"(array([100,   7]), array([ 35, 112]))"
130,"(array([105,  45]), array([13,  7]))"
130,"(array([61,  9]), array([29, 88]))"
130,"(array([41,  8]), array([68, 77]))"
130,"(array([73, 15]), array([ 65, 114]))"
130,"(array([ 40, 113]), array([28, 14]))"
130,"(array([106, 110]), array([2, 8]))"
130,"(array([46, 99]), array([107, 116]))"
130,"(array([42, 51]), array([ 36, 115]))"
130,"(array([ 7, 18]), array([63, 19]))"
130,"(array([106, 112]), array([7, 5]))"
130,"(array([ 4, 52]), array([99,  8]))"
130,"(array([33, 61]), array([110,  32]))"
130,"(array([ 9, 18]), array([10, 61]))"
130,"(array([ 6, 17]), array([104, 105]))"
130,"(array([102,  48]), array([ 1, 70]))"
130,"(array([ 74, 103]), array([65, 80]))"
130,"(array([45, 98]), array([112,  44]))"
130,"(array([107,  12]), array([60,  0]))"
130,"(array([75, 94]), array([18, 13]))"
130,"(array([109,   4]), array([44, 95]))"
130,"(array([64, 76]), array([24, 10]))"
130,"(array([28, 58]), array([117,   8]))"
130,"(array([37, 56]), array([69, 10]))"
130,"(array([33, 99]), array([33, 15]))"
130,"(array([68,  5]), array([55, 46]))"
130,"(array([108,  10]), array([28, 85]))"
130,"(array([ 24, 112]), array([40, 62]))"
130,"(array([108, 108]), array([20,  6]))"
130,"(array([64, 98]), array([105,  49]))"
130,"(array([62,  1]), array([76, 94]))"
130,"(array([36, 88]), array([115,  43]))"
130,"(array([11, 17]), array([ 35, 106]))"
130,"(array([87, 45]), array([19, 64]))"
130,"(array([ 4, 98]), array([51, 59]))"
130,"(array([30, 60]), array([117,   5]))"
130,"(array([18, 60]), array([101,   5]))"
130,"(array([107,  41]), array([ 7, 53]))"
130,"(array([ 42, 102]), array([70, 63]))"
130,"(array([118,  47]), array([61, 11]))"
130,"(array([35, 60]), array([30, 13]))"
130,"(array([ 26, 111]), array([117,  43]))"
130,"(array([17, 11]), array([ 19, 107]))"
130,"(array([45, 63]), array([76, 84]))"
130,"(array([42, 11]), array([86,  6]))"
130,"(array([69, 87]), array([34, 17]))"
131,"(array([50, 75]), array([107,  21]))"
131,"(array([104, 118]), array([ 6, 51]))"
131,"(array([ 3, 40]), array([61, 66]))"
131,"(array([81, 82]), array([107, 118]))"
131,"(array([113,  99]), array([80, 14]))"
131,"(array([44, 27]), array([ 26, 100]))"
131,"(array([118,   6]), array([97, 68]))"
131,"(array([ 27, 111]), array([84, 24]))"
131,"(array([112,  82]), array([109,  16]))"
131,"(array([82, 72]), array([ 3, 53]))"
131,"(array([118,   3]), array([31, 79]))"
131,"(array([88, 34]), array([56, 94]))"
131,"(array([92, 22]), array([ 5, 30]))"
131,"(array([ 82, 102]), array([21, 91]))"
131,"(array([ 86, 108]), array([110,  34]))"
131,"(array([ 91, 118]), array([82, 22]))"
131,"(array([40, 97]), array([116,  86]))"
131,"(array([113,   2]), array([ 39, 101]))"
131,"(array([99, 11]), array([18, 72]))"
131,"(array([ 39, 105]), array([35, 88]))"
131,"(array([92, 27]), array([ 40, 107]))"
132,"(array([58, 95]), array([  0, 104]))"
132,"(array([10,  9]), array([105,  93]))"
132,"(array([71, 28]), array([ 2, 10]))"
132,"(array([ 79, 110]), array([51,  2]))"
132,"(array([56,  7]), array([4, 1]))"
132,"(array([24, 25]), array([ 32, 105]))"
132,"(array([39, 67]), array([7, 3]))"
132,"(array([106, 117]), array([  4, 105]))"
132,"(array([80, 92]), array([48,  0]))"
132,"(array([13, 31]), array([51,  5]))"
132,"(array([102, 113]), array([0, 0]))"
132,"(array([62, 83]), array([43,  1]))"
132,"(array([48, 94]), array([ 9, 31]))"
132,"(array([ 2, 14]), array([  0, 107]))"
132,"(array([16, 29]), array([52, 20]))"
133,"(array([ 52, 106]), array([103,  31]))"
133,"(array([12, 23]), array([107,  25]))"
133,"(array([114, 102]), array([69, 28]))"
133,"(array([106,  20]), array([ 62, 105]))"
133,"(array([112,  14]), array([ 2, 34]))"
133,"(array([105,  72]), array([43, 88]))"
133,"(array([68, 36]), array([103,   4]))"
133,"(array([ 9, 20]), array([112,  19]))"
133,"(array([104,  19]), array([26, 92]))"
133,"(array([110,  49]), array([ 4, 38]))"
133,"(array([115,   2]), array([ 46, 106]))"
133,"(array([ 4, 87]), array([105,  17]))"
133,"(array([69,  6]), array([110,  59]))"
133,"(array([86, 33]), array([ 77, 108]))"
133,"(array([111,  34]), array([26, 85]))"
133,"(array([115, 104]), array([118,  43]))"
133,"(array([53, 35]), array([102,  56]))"
133,"(array([43, 38]), array([103,  10]))"
133,"(array([21, 20]), array([109,  59]))"
133,"(array([97, 19]), array([32, 28]))"
133,"(array([110,  43]), array([ 9, 22]))"
133,"(array([30, 82]), array([108,  37]))"
133,"(array([ 3, 27]), array([67, 98]))"
133,"(array([114,  25]), array([57, 85]))"
133,"(array([66,  3]), array([104,  19]))"
133,"(array([98, 13]), array([70, 54]))"
133,"(array([13,  8]), array([109,  63]))"
133,"(array([102,  86]), array([19, 29]))"
133,"(array([ 33, 110]), array([101,  78]))"
133,"(array([102,  85]), array([36, 39]))"
133,"(array([ 6, 20]), array([101,  32]))"
133,"(array([58, 70]), array([12, 95]))"
133,"(array([ 35, 101]), array([113,  31]))"
133,"(array([99, 34]), array([39, 85]))"
133,"(array([115, 111]), array([66, 81]))"
133,"(array([72,  7]), array([ 0, 91]))"
133,"(array([118,  50]), array([ 56, 110]))"
133,"(array([105,  50]), array([63, 57]))"
133,"(array([ 37, 105]), array([115,  41]))"
133,"(array([109,  41]), array([68, 68]))"
133,"(array([108,  25]), array([30, 39]))"
133,"(array([69, 63]), array([101,  22]))"
133,"(array([ 21, 111]), array([108,  22]))"
133,"(array([105,   0]), array([7, 6]))"
133,"(array([111,  69]), array([42, 98]))"
133,"(array([99, 43]), array([ 79, 111]))"
133,"(array([116,  22]), array([30, 28]))"
133,"(array([ 6, 99]), array([98, 22]))"
133,"(array([96, 19]), array([66, 14]))"
133,"(array([ 35, 103]), array([104,  34]))"
133,"(array([45, 92]), array([109,  48]))"
133,"(array([57, 45]), array([94,  1]))"
133,"(array([61, 74]), array([104,  38]))"
133,"(array([ 5, 16]), array([ 32, 114]))"
133,"(array([28, 30]), array([114, 117]))"
133,"(array([95, 11]), array([48, 93]))"
133,"(array([27, 39]), array([108,  69]))"
133,"(array([30, 36]), array([108,  59]))"
133,"(array([116,  41]), array([69, 70]))"
133,"(array([99,  7]), array([ 7, 86]))"
133,"(array([68, 84]), array([96, 89]))"
133,"(array([ 8, 23]), array([67, 94]))"
133,"(array([9, 8]), array([ 0, 24]))"
133,"(array([ 41, 112]), array([113, 112]))"
133,"(array([110,  47]), array([114, 112]))"
133,"(array([22, 25]), array([93, 62]))"
133,"(array([109,   7]), array([67, 31]))"
133,"(array([ 87, 111]), array([63,  3]))"
133,"(array([93, 69]), array([ 74, 105]))"
133,"(array([92, 26]), array([ 33, 107]))"
133,"(array([111,  59]), array([ 8, 38]))"
133,"(array([31, 90]), array([116,  48]))"
133,"(array([71,  5]), array([111,  40]))"
133,"(array([115,   5]), array([33, 36]))"
133,"(array([ 45, 110]), array([108,  37]))"
133,"(array([45, 93]), array([ 0, 19]))"
133,"(array([  8, 102]), array([43, 41]))"
133,"(array([104,  66]), array([ 8, 95]))"
133,"(array([58, 72]), array([87, 10]))"
133,"(array([17, 89]), array([117,  29]))"
133,"(array([ 50, 102]), array([95, 29]))"
133,"(array([118, 102]), array([ 51, 108]))"
134,"(array([ 10, 110]), array([46, 78]))"
134,"(array([17, 72]), array([  2, 114]))"
134,"(array([ 24, 107]), array([49, 65]))"
134,"(array([105,  16]), array([26, 93]))"
134,"(array([38,  3]), array([ 0, 23]))"
134,"(array([67, 24]), array([12,  2]))"
134,"(array([71, 32]), array([ 5, 35]))"
134,"(array([113,  11]), array([111,   6]))"
134,"(array([17, 81]), array([111,   1]))"
134,"(array([112,  17]), array([ 27, 115]))"
134,"(array([52, 47]), array([15, 21]))"
134,"(array([77, 72]), array([  8, 107]))"
134,"(array([ 31, 109]), array([ 4, 29]))"
134,"(array([19, 73]), array([11,  9]))"
134,"(array([ 15, 110]), array([86,  9]))"
134,"(array([18, 79]), array([75, 44]))"
134,"(array([ 11, 105]), array([60, 53]))"
134,"(array([50, 65]), array([80,  3]))"
134,"(array([74, 53]), array([11, 26]))"
134,"(array([  9, 109]), array([73, 33]))"
134,"(array([  1, 116]), array([ 0, 76]))"
134,"(array([25,  3]), array([ 19, 118]))"
134,"(array([25, 87]), array([55, 29]))"
134,"(array([ 1, 23]), array([65, 35]))"
134,"(array([91,  7]), array([ 2, 77]))"
134,"(array([ 11, 118]), array([62, 71]))"
134,"(array([69, 53]), array([ 31, 114]))"
134,"(array([67, 36]), array([35,  2]))"
134,"(array([46, 41]), array([  2, 110]))"
134,"(array([14, 69]), array([103,  12]))"
134,"(array([37, 94]), array([41, 47]))"
134,"(array([60, 64]), array([66, 23]))"
134,"(array([57, 53]), array([ 1, 44]))"
134,"(array([  6, 117]), array([84, 61]))"
134,"(array([ 11, 103]), array([51, 47]))"
134,"(array([112,   0]), array([ 24, 114]))"
134,"(array([52, 56]), array([ 4, 41]))"
134,"(array([ 22, 108]), array([ 5, 43]))"
134,"(array([ 9, 78]), array([59, 18]))"
134,"(array([ 1, 17]), array([44, 64]))"
134,"(array([21, 74]), array([76, 44]))"
134,"(array([91, 26]), array([ 8, 85]))"
134,"(array([16, 74]), array([ 23, 112]))"
134,"(array([76,  4]), array([  3, 110]))"
134,"(array([ 26, 110]), array([49,  6]))"
134,"(array([68, 46]), array([ 0, 18]))"
134,"(array([93, 14]), array([  5, 109]))"
134,"(array([17, 78]), array([84, 44]))"
134,"(array([20, 11]), array([45,  0]))"
134,"(array([ 3, 84]), array([46, 47]))"
134,"(array([ 16, 116]), array([ 4, 40]))"
134,"(array([53, 41]), array([ 8, 86]))"
134,"(array([ 3, 67]), array([55, 26]))"
134,"(array([50, 81]), array([ 2, 11]))"
134,"(array([  6, 105]), array([59, 43]))"
134,"(array([71, 37]), array([106,   3]))"
134,"(array([37, 40]), array([ 2, 11]))"
134,"(array([ 32, 114]), array([46, 43]))"
134,"(array([  8, 117]), array([85,  8]))"
135,"(array([86, 49]), array([17, 77]))"
135,"(array([115,  21]), array([ 0, 91]))"
135,"(array([53, 66]), array([10,  7]))"
135,"(array([56, 14]), array([96, 17]))"
135,"(array([40, 49]), array([58,  2]))"
135,"(array([30, 68]), array([ 1, 11]))"
135,"(array([70, 14]), array([ 5, 82]))"
135,"(array([45,  5]), array([32, 21]))"
135,"(array([20,  3]), array([55, 55]))"
135,"(array([58, 65]), array([ 3, 11]))"
135,"(array([36, 53]), array([22,  6]))"
135,"(array([39, 10]), array([ 9, 73]))"
135,"(array([35, 81]), array([93, 20]))"
135,"(array([55,  9]), array([ 3, 70]))"
135,"(array([43,  0]), array([96, 81]))"
135,"(array([26,  8]), array([24, 90]))"
135,"(array([26, 78]), array([7, 8]))"
135,"(array([29,  9]), array([88, 47]))"
135,"(array([38, 61]), array([12, 11]))"
135,"(array([29, 76]), array([38, 14]))"
135,"(array([89, 47]), array([32, 59]))"
135,"(array([55, 50]), array([94, 47]))"
135,"(array([44, 71]), array([97,  9]))"
135,"(array([ 6, 11]), array([51, 50]))"
135,"(array([40, 41]), array([9, 5]))"
135,"(array([37, 67]), array([ 9, 15]))"
135,"(array([30, 61]), array([41, 17]))"
135,"(array([29, 62]), array([17,  4]))"
135,"(array([ 1, 16]), array([24, 83]))"
135,"(array([101,  49]), array([43,  8]))"
135,"(array([49, 53]), array([104,  63]))"
135,"(array([44, 60]), array([54, 13]))"
135,"(array([30, 59]), array([29, 18]))"
135,"(array([26, 14]), array([103,  53]))"
135,"(array([31,  3]), array([35, 52]))"
135,"(array([69, 13]), array([30, 53]))"
135,"(array([106,  57]), array([ 9, 85]))"
135,"(array([ 2, 87]), array([42,  8]))"
135,"(array([23,  6]), array([42, 47]))"
135,"(array([44, 84]), array([110,  60]))"
135,"(array([36, 76]), array([97,  5]))"
135,"(array([33, 55]), array([37, 13]))"
135,"(array([98, 11]), array([31, 84]))"
135,"(array([47, 20]), array([40, 75]))"
135,"(array([94, 16]), array([100,   1]))"
135,"(array([96, 63]), array([52, 65]))"
135,"(array([ 1, 79]), array([38, 10]))"
135,"(array([43, 63]), array([99,  7]))"
135,"(array([96, 64]), array([24,  6]))"
135,"(array([99, 60]), array([60, 67]))"
135,"(array([49, 66]), array([39, 17]))"
135,"(array([37,  9]), array([15, 81]))"
135,"(array([15, 43]), array([47, 20]))"
135,"(array([28, 79]), array([38,  6]))"
135,"(array([112,  60]), array([79, 11]))"
135,"(array([35, 20]), array([ 1, 73]))"
135,"(array([56, 13]), array([ 4, 75]))"
135,"(array([116,  20]), array([21,  7]))"
135,"(array([10, 13]), array([105,  67]))"
135,"(array([13, 75]), array([66, 12]))"
135,"(array([40, 70]), array([104,  52]))"
135,"(array([ 1, 80]), array([24, 13]))"
135,"(array([ 1, 81]), array([10, 14]))"
135,"(array([55, 60]), array([15, 58]))"
135,"(array([33,  7]), array([ 4, 92]))"
135,"(array([ 9, 61]), array([48, 24]))"
135,"(array([ 5, 63]), array([3, 5]))"
135,"(array([22, 68]), array([108,  30]))"
135,"(array([51, 66]), array([0, 8]))"
135,"(array([8, 5]), array([93, 62]))"
135,"(array([9, 3]), array([35, 71]))"
135,"(array([25, 81]), array([89, 13]))"
135,"(array([60, 10]), array([45, 70]))"
135,"(array([52, 69]), array([25, 11]))"
135,"(array([26,  1]), array([55, 62]))"
135,"(array([60,  4]), array([43, 74]))"
135,"(array([90, 22]), array([51, 11]))"
135,"(array([57, 61]), array([51, 16]))"
135,"(array([98, 63]), array([38, 74]))"
135,"(array([99,  9]), array([33,  5]))"
135,"(array([24, 12]), array([32, 58]))"
135,"(array([19, 79]), array([39,  4]))"
135,"(array([ 4, 86]), array([93, 23]))"
135,"(array([47, 76]), array([44,  1]))"
135,"(array([102,  52]), array([24,  3]))"
135,"(array([97, 88]), array([ 1, 96]))"
135,"(array([27, 13]), array([95, 45]))"
135,"(array([13, 51]), array([14, 11]))"
135,"(array([30, 74]), array([99,  1]))"
135,"(array([3, 6]), array([34, 67]))"
135,"(array([50, 43]), array([91, 61]))"
135,"(array([96, 17]), array([ 6, 90]))"
135,"(array([26, 80]), array([94, 24]))"
135,"(array([37, 79]), array([92, 47]))"
135,"(array([32, 46]), array([49, 10]))"
135,"(array([26, 14]), array([ 9, 57]))"
135,"(array([12, 62]), array([48, 10]))"
135,"(array([29, 87]), array([46, 63]))"
135,"(array([16, 16]), array([ 3, 81]))"
135,"(array([47, 64]), array([19, 14]))"
135,"(array([102,  55]), array([53, 50]))"
135,"(array([45, 78]), array([100,   8]))"
135,"(array([51, 67]), array([102,  46]))"
135,"(array([50,  0]), array([34, 64]))"
135,"(array([29, 62]), array([7, 7]))"
135,"(array([36, 66]), array([27, 11]))"
135,"(array([13, 11]), array([102,  52]))"
135,"(array([19, 14]), array([ 9, 78]))"
135,"(array([8, 8]), array([52, 62]))"
135,"(array([ 2, 14]), array([54, 65]))"
135,"(array([104,  52]), array([20, 79]))"
135,"(array([94, 47]), array([49, 13]))"
135,"(array([49, 66]), array([99,  4]))"
135,"(array([30, 11]), array([17, 87]))"
135,"(array([92, 66]), array([ 9, 81]))"
135,"(array([46, 72]), array([112,  29]))"
135,"(array([17, 72]), array([42, 20]))"
135,"(array([98, 82]), array([ 0, 94]))"
136,"(array([44, 85]), array([15, 68]))"
136,"(array([ 9, 46]), array([113,  76]))"
136,"(array([106,  85]), array([ 2, 82]))"
136,"(array([88, 66]), array([ 0, 39]))"
136,"(array([117,  10]), array([ 2, 51]))"
